source_code	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	mapping_type	Primary_map
90725	4	Cholera vaccine for injectable use	595252	8	PROCEDURE_DRUG	Y
90726	4	"Immunization, active; rabies vaccine."	19135865	8	PROCEDURE_DRUG	Y
90728	4	"Immunization, active; BCG vaccine."	19015423	8	PROCEDURE_DRUG	Y
90730	4	"Immunization, active; hepatitis A vaccine."	40047409	8	PROCEDURE_DRUG	Y
90732	4	"Pneumococcal polysaccharide vaccine, 23-valent, adult or immunosuppressed patient dosage, for use in individuals 2 years or older, for subcutaneous or intramuscular use"	561429	8	PROCEDURE_DRUG	Y
90734	4	"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for intramuscular use"	509079	8	PROCEDURE_DRUG	Y
90734	4	"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for intramuscular use"	509081	8	PROCEDURE_DRUG	Y
90734	4	"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for intramuscular use"	514012	8	PROCEDURE_DRUG	Y
90734	4	"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135 (tetravalent), for intramuscular use"	514015	8	PROCEDURE_DRUG	Y
90735	4	"Japanese encephalitis virus vaccine, for subcutaneous use"	19047598	8	PROCEDURE_DRUG	Y
90736	4	"Zoster (shingles) vaccine, live, for subcutaneous injection"	522562	8	PROCEDURE_DRUG	Y
90737	4	"Immunization, active; Hemophilus influenza B."	19080463	8	PROCEDURE_DRUG	Y
90738	4	"Japanese encephalitis virus vaccine, inactivated, for intramuscular use"	19047598	8	PROCEDURE_DRUG	Y
90739	4	"Hepatitis B vaccine, adult dosage (2 dose schedule), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90740	4	"Hepatitis B vaccine, dialysis or immunosuppressed patient dosage (3 dose schedule), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90743	4	"Hepatitis B vaccine, adolescent (2 dose schedule), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90744	4	"Hepatitis B vaccine, pediatric/adolescent dosage (3 dose schedule), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90745	4	"Immunization, active, hepatitis B vaccine; 11-19 years."	501488	8	PROCEDURE_DRUG	Y
90746	4	"Hepatitis B vaccine, adult dosage, for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90747	4	"Hepatitis B vaccine, dialysis or immunosuppressed patient dosage (4 dose schedule), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
90748	4	"Hepatitis B and Hemophilus influenza b vaccine (HepB-Hib), for intramuscular use"	501488	8	PROCEDURE_DRUG	Y
4012F	4	Warfarin therapy prescribed	1310149	8	PROCEDURE_DRUG	Y
4012F	4	Warfarin therapy prescribed	1310149	8	PROCEDURE_DRUG	Y
